"GeolCode";"GeolCodeInt";"DE";"FR"
"Mlin101001";13604001;"F1 (1. Phase)";"F1 (1ère phase)"
"Mlin101002";13604002;"F2 (2. Phase)";"F2 (2ème phase)"
"Mlin101003";13604003;"F3 (3. Phase)";"F3 (3ème phase)"
"Mlin101004";13701001;"Orientierung der Intersektionslineation";"orientation de la linéation d´intersection"
"Mpla101001";13701002;"Orientierung der Streckungslineation";"orientation de la linéation d'étirement"
"Mpla101002";13701003;"Orientierung von Rutschharnischen";"orientation des tectoglyphes"
"Mpla101003";13701004;"Orientierung von Gletscherschliffen";"orientation des stries glaciaires"
"Mpla101004";13801001;"Orientierung der Schichten";"orientation des couches"
"Mpla101005";13801002;"Orientierung eines Ganges";"orientation d'un filon"
;13801003;"Orientierung einer Bruchfläche";"orientation d'un plan de faille"
"Mpla102001";13801004;"Orientierung der Schieferung";"orientation d'une schistosité"
"Mpla102002";13801005;"Orientierung einer Schichtung oder Schieferung";"orientation d'une couche ou d'une schistosité"
"Mpla103001";13801006;"Schüttungsrichtung";"direction de transport sédimentaire"
"Mpla103002";13802001;"normal";"normale"
"Mpla103003";13802002;"überkippt";"renversée"
"Pcob201001";13803001;"S1 (1. Phase)";"S1 (1ère phase)"
"Pcob202001";13803002;"S2 (2. Phase)";"S2 (2ème phase)"
"Pcob202002";13803003;"S3 (3. Phase)";"S3 (3ème phase)"
"Pcob202003";13901001;"Isohypse";"isohypse"
"Pcoh201001";13902001;"Felsoberfläche";"surface du substratum rocheux"
"Pcoh202001";13902002;"Obergrenze einer gegebenen Formation";"surface du toit d'une formation donnée"
"Pcoh202002";13902003;"Untergrenze einer gegebenen Formation";"surface de la base d'une formation donnée"
"Pcoh202003";14001001;"Isohypse des Grundwasserspiegels";"isohypse de la surface piézométrique"
"Pcoh204001";14002001;"frei";"libre"
"Pcoh204002";14002002;"gespannt";"captive"
"Pmod101001";14002003;"artesisch";"artésienne"
"Pmod101002";14004001;"mittlere Höhe des Niedrigwasserstands";"altitude moyenne des basses eaux"
"Pslo101001";14004002;"mittlere Höhe des Hochwasserstands";"altitude moyenne des hautes eaux"
"Pslo102001";14101001;"Grundwasserfliessrichtung";"direction d'écoulement"
"Pslo102002";14101002;"mittlere Höhe des Grundwasserspiegels";"niveau moyen de la nappe phréatique"
"Rbed302001";14201001;"Neigungsrichtung";"direction de plongement"
"Rbed302002";14202001;"Felsoberfläche";"surface du substratum rocheux"
"Rbed302003";14202002;"Obergrenze einer gegebenen Formation";"surface du toit d'une formation donnée"
"Rbed313001";14302001;"monolithologisch";"monolithologique"
"Rbed313002";14302002;"polylithologisch (Wechsellagerung)";"polylithologique (alternance de couches)"
"Rbed313003";14302003;"polylithologisch (heterogene Lagerung)";"polylithologique (empilement hétérogène)"
"Rbed313004";14313001;"kalkiger Zement";"à ciment calcaire"
"Rbed313005";14313002;"dolomitischer Zement";"à ciment dolomitique"
"Rbed313006";14313003;"kieseliger Zement";"à ciment siliceux"
"Rbed313007";14313004;"tonige Matrix";"à matrice argileuse"
"Rbed313008";14313005;"siltige Matrix";"à matrice silteuse"
"Rbed313009";14313006;"sandige Matrix";"à matrice sableuse"
"Rbed313010";14313007;"kalkige Matrix";"à matrice calcaire"
"Rbed317001";14313008;"dolomitische Matrix";"à matrice dolomitique"
"Rbed317002";14313009;"organische Imprägnierung (Asphalt)";"imprégnation de matière organique (asphalte)"
"Rbed317003";14313010;"mineralische Imprägnierung";"imprégnation minérale"
"Rbed318001";14317001;"gleichkörnig";"équigranulaire"
"Rbed318002";14317002;"ungleichkörnig";"hétérogranulaire"
"Rbed318003";14317003;"porphyrisch";"porphyrique"
"Rbed334001";14318001;"grobkörnig";"grossière"
;14318002;"feinkörnig";"fine"
"Runc101001";14318003;"aphanitisch";"aphanitique"
"Runc101002";14334001;"Festgestein";"roche consolidée"
"Runc101003";14401001;"erratischer Block";"bloc erratique"
"Runc101004";14401002;"Schwarm erratischer Blöcke";"accumulation de blocs erratiques"
"Runc101005";14401003;"anthropogene Ansammlung von erratischen Blöcken";"amas anthropique de blocs erratiques"
"Runc101006";14401004;"Wanderblock";"bloc laboureur"
"Runc101007";14401005;"Geschiebe";"cailloutis glaciaire"
"Runc101008";14401006;"Sturzblock";"bloc éboulé"
"Runc102001";14401007;"Lesesteinhaufen";"dépôt d'épierrage"
"Runc102002";14401008;"Verwitterungsrückstände (Gerölle und/oder Konkretionen)";"éléments résiduels (galets et/ou rognons)"
;14402001;"versetzt";"déplacé artificiellement"
"Runc103001";14402002;"zerstört";"détruit"
"Runc103002";14402003;"in Situ";"in situ"
"Runc308001";14402004;"umgelagert";"déplacé naturellement"
"Runc308002";14403001;"Kristallingestein";"roche cristalline"
"Runc308003";14403002;"Sedimentgestein";"roche sédimentaire"
"Runc308004";14403003;"Basisches / Ultrabasisches Gestein";"roche basique / ultrabasique"
"Runc308005";14508001;"tonig";"argileux"
"Runc308006";14508002;"lehmig";"limoneux"
"Runc308007";14508003;"siltig";"silteux"
"Runc309001";14508004;"sandig";"sableux"
"Runc309002";14508005;"kiesig";"graveleux"
"Runc309003";14508006;"geröllreich";"riche en galets"
"Runc309004";14508007;"torfig";"tourbeux"
"Runc309005";14509001;"mit Löss";"avec loess"
"Runc309006";14509002;"mit Lösslehm";"avec loess argileux"
"Runc309007";14509003;"mit Seekreide";"avec craie lacustre"
"Runc309008";14509004;"mit Blöcken";"avec blocs"
"Runc309009";14509005;"mit alpinen Geröllen";"avec galets alpins"
"Runc309010";14509006;"mit Block- und Geschiebestreu";"parsemé de blocs"
"Runc309011";14509007;"mit Blockschutt vermischt";"mélangé à des dépôts d'éboulement"
"Runc309012";14509008;"mit Hangschutt vermischt";"mélangé à des éboulis"
"Runc310001";14509009;"mit Verwitterungsschutt vermischt";"mélangé à des résidus d'altération"
"Runc310002";14509010;"mit Torf";"avec tourbe"
"Runc310003";14509011;"mit jurassischen Geröllen";"avec galets jurassiens"
"Runc310004";14509012;"mit Geröllen aus Vogesen / Schwarzwald";"avec galets des Vosges / de la Forêt Noire"
"Runc310005";14510001;"strukturlos";"sans structure"
"Runc310006";14510002;"geschichtet";"stratifié"
"Runc310007";14510003;"schräg-/kreuzgeschichtet";"à stratification oblique/entrecroisée"
"Runc310008";14510004;"grossmassstäbliche Schrägschichtung (z.B. Deltaschichtung)";"stratification oblique à grande échelle (p.ex. stratification deltaïque)"
"Runc310009";14510005;"glaziale Überprägung (Glazitektonik)";"soumis à des déformations glaciotectoniques"
"Runc310010";14510006;"periglazial gestörte Schichtung (Diapir, Eiskeil, etc.)";"affecté par la cryoturbation (diapir, coin de glace, etc.)"
"Runc310011";14510007;"laminiert";"laminé"
"Runc310012";14510008;"mit Warven";"varvé"
"Runc311001";14510009;"normal gradiert";"à granoclassement normal"
"Runc311002";14510010;"invers gradiert";"à granoclassement inverse"
"Runc311003";14510011;"bioturbiert";"bioturbé"
"Runc311004";14510012;"pedogen überprägt";"pédogénétisé"
"Runc311005";14511001;"fossil";"fossile"
"Runc311006";14511002;"rezent";"récent"
"Runc311007";14511003;"verwittert";"altéré"
"Runc311008";14511004;"verfestigt (durch Überlast), konsolidiert";"consolidé (par surcharge)"
"Runc311009";14511005;"verkittet (zementiert)";"cimenté"
"Runc311010";14511006;"verschwemmt";"délavé"
"Runc311011";14511007;"sumpfig";"marécageux"
"Runc312001";14511008;"umgelagert";"remanié"
"Runc312002";14511009;"abgebaut";"exploité"
"Runc312003";14511010;"drainiert";"drainé"
"Runc312004";14511011;"künstlich bewässert (Wässermatten)";"inondé artificiellement (prairies irriguées)"
"Runc312005";14512001;"Kegel / Fächer";"cône"
"Runc312006";14512002;"Schleier";"voile"
"Runc312007";14512003;"Düne";"dune"
"Runc312008";14512004;"Wall";"vallum"
"Runc313001";14512005;"Terrasse";"terrasse"
"Runc313002";14512006;"Sander";"sandur"
"Runc313003";14512007;"Os";"esker"
"Runc313004";14512008;"Bastion";"bastion"
"Runc313005";14513001;"Lokalgletscher";"glacier local"
"Runc313006";14513002;"grosse Tal- und Vorlandgletscher";"grands glaciers de vallées et de piedmont"
"Runc313007";14513003;"Bündner Gletscher";"glacier des Grisons"
"Runc313008";14513004;"Bodensee-Rheingletscher";"glacier du Bodensee-Rhein"
"Runc313009";14513005;"Linth-Rheingletscher";"glacier de la Linth-Rhein"
"Runc313010";14513006;"Reussgletscher";"glacier de la Reuss"
"Runc313011";14513007;"Waldemme- und Entlegletscher";"glaciers de la Waldemme et de l’Entle"
"Runc313012";14513008;"Walliser Gletscher";"glacier Valaisan"
"Runc313013";14513009;"Aaregletscher";"glacier de l‘Aar"
"Runc315001";14513010;"Saanegletscher";"glacier de la Sarine"
"Runc315002";14513011;"Schlierengletscher";"glacier des Schlieren"
"Runc315003";14513012;"Engelberger Gletscher";"glacier d'Engelberg"
"Runc315004";14513013;"Brünig-Aaregletscher";"glacier du Brünig-Aar"
"Runc315005";14515001;"geringmächtige Lockergesteinsbedeckung, undifferenziert";"couverture de roches meubles peu épaisse, indifférenciée"
"Runc315006";14515002;"geringmächtige Moränenbedeckung";"couverture morainique peu épaisse"
"Runc317001";14515003;"geringmächtige Schotterbedeckung";"couverture de graviers peu épaisse"
"Tdef101001";14515004;"geringmächtige Schwemmlehmbedeckung";"couverture de colluvions peu épaisse"
"Tdef101002";14515005;"geringmächtige Löss- oder Lösslehmbedeckung";"couverture de loess ou de loess argileux peu épaisse"
"Tdef101003";14515006;"tiefgründige Verwitterungsdecke";"sol d'altération profonde"
"Tdef101004";14517001;"Lockergestein";"roche meuble"
"Tdef101005";14601001;"punktuell beobachtete tektonische Brekzie";"brèche tectonique observée ponctuellement"
"Tdef101006";14601002;"ausgeprägte Klüftung";"diaclases bien marquées"
"Tdef101007";14601003;"tektonische Diskordanz";"discordance tectonique"
"Tdef104001";14601004;"Orientierung der Faltenachsenfläche";"orientation de la surface axiale d'un pli"
"Tdef104002";14601005;"Fältelung";"plissotement (plis)"
"Tdef105001";14601006;"Darstellung der Spur einer Achsenfläche";"représentation de la trace d'une surface axiale"
"Tdef105002";14601007;"Chevron-Falte, Kink Fold";"plis en chevron, Kink Fold"
"Tdef201001";14604001;"Antiklinale";"anticlinal"
"Tdef301001";14604002;"Synklinale";"synclinal"
"Tdef301002";14605001;"Antiform";"antiforme"
"Tdef302001";14605002;"Synform";"synforme"
"Tdef302002";14701001;"Faltenscharnier";"charnière de pli"
"Tdef302003";14801001;"Kluftzone";"zone diaclasée"
"Tdef302004";14801002;"tektonisierte Zone";"zone tectonisée"
"Tdef303001";14802001;"kataklastisch";"cataclastique"
"Tdef303002";14802002;"kakiritisch";"kakiritique"
"Tdef303003";14802003;"mylonitisch";"mylonitique"
"Tdef303004";14802004;"pseudotachylitisch";"pseudotachylitique"
"Tdef303005";14803001;"an eine Überschiebung gebunden";"liée à un chevauchement"
"Ttec201001";14803002;"an eine Abschiebung gebunden";"liée à un détachement (faille normale de grande extension et faible pendage)"
"Ttec201002";14803003;"an einen Bruch gebunden";"liée à une faille"
"Ttec201004";14803004;"an eine tektonische Grenze mit unbekannter Bewegungsrichtung gebunden";"liée à une limite tectonique avec sens de mouvement indéfini"
;14803005;"an einen bestehenden tektonischen Kontakt gebunden";"liée à un contact tectonique préexistant"
;14901001;"Überschiebung";"chevauchement"
;14901002;"Abschiebung";"détachement (faille normale de grande extension et faible pendage)"
;14901004;"Bruch";"faille"
"Ttec202001";14901005;"Aufschiebung";"faille inverse"
"Ttec202002";14901006;"Blattverschiebung";"décrochement"
"Ttec202003";14901007;"Komplexe Störung";"accident tectonique complexe"
"Ttec204001";14901008;"Störung i. Allg.";"accident tectonique en général"
"Ttec204002";14902001;"schrägverschiebend (oblique slip)";"oblique (oblique slip)"
"Ttec206001";14902002;"parallel zur Streichrichtung (Horizontalverschiebung)";"parallèle à la direction"
"Ttec206002";14902003;"parallel zur Fallrichtung (strike slip)";"parallèle au pendage (strike slip)"
"Ttec206003";14904001;"dextral";"dextre"
"Ttec206004";14904002;"sinistral";"sénestre"
"Ttec207001";14906001;"gesichert, im Allgemeinen";"certain, en général"
"Ttec207002";14906002;"gesichert, unter Tage festgestellt";"certain, mis en évidence dans des travaux souterrains"
"Ttec208001";14906003;"vermutet";"probable"
"Ttec208002";14906004;"aus Seismikdaten interpretiert";"interprété de données sismiques"
"Ttec208003";14907001;"aktiv";"actif"
;14907002;"inaktiv";"inactif"
;14908001;"vor der Platznahme der Decken";"anté-nappe"
;14908002;"während der Platznahme der Decken";"syn-nappe"
;14908003;"nach der Platznahme der Decken";"post-nappe"
"Vchr401001";14910001;"Decken trennend";"délimitant des nappes"
"Vchr401002";14910002;"Schuppen trennend";"délimitant des écailles"
"Vchr401003";14911002;"Teilstörungssystem";"système tectonique partiel"
"Vchr401004";14911003;"Grossstörungssystem";"grand système tectonique"
"Vchr401005";15001001;"Phanerozoikum";"Phanérozoïque"
"Vchr401006";15001002;"Känozoikum";"Cénozoïque"
"Vchr401007";15001003;"Quartär";"Quaternaire"
"Vchr401008";15001004;"Holozän";"Holocène"
"Vchr401009";15001005;"Pleistozän";"Pléistocène"
"Vchr401010";15001006;"Spätes Pleistozän";"Pléistocène tardif"
"Vchr401011";15001007;"Mittleres Pleistozän";"Pléistocène moyen"
"Vchr401012";15001008;"Ionien";"Ionien"
"Vchr401013";15001009;"Frühes Pleistozän";"Pléistocène précoce"
"Vchr401014";15001010;"Calabrien";"Calabrien"
"Vchr401015";15001011;"Gélasien";"Gélasien"
"Vchr401016";15001012;"Tertiär";"Tertiaire"
"Vchr401017";15001013;"Neogen";"Néogène"
"Vchr401018";15001014;"Pliozän";"Pliocène"
"Vchr401019";15001015;"Plaisancien";"Plaisancien"
"Vchr401020";15001016;"Zancléen";"Zancléen"
"Vchr401021";15001017;"Miozän";"Miocène"
"Vchr401022";15001018;"Spätes Miozän";"Miocène tardif"
"Vchr401023";15001019;"Messinien";"Messinien"
"Vchr401024";15001020;"Tortonien";"Tortonien"
"Vchr401025";15001021;"Mittleres Miozän";"Miocène moyen"
"Vchr401026";15001022;"Serravallien";"Serravallien"
"Vchr401027";15001023;"Langhien";"Langhien"
"Vchr401028";15001024;"Frühes Miozän";"Miocène précoce"
"Vchr401029";15001025;"Burdigalien";"Burdigalien"
"Vchr401030";15001026;"Spätes Burdigalien";"Burdigalien tardif"
"Vchr401031";15001027;"Frühes Burdigalien";"Burdigalien précoce"
"Vchr401032";15001028;"Aquitanien";"Aquitanien"
"Vchr401033";15001029;"Paläogen";"Paléogène"
"Vchr401034";15001030;"Oligozän";"Oligocène"
"Vchr401035";15001031;"Chattien";"Chattien"
"Vchr401036";15001032;"Spätes Chattien";"Chattien tardif"
"Vchr401037";15001033;"Frühes Chattien";"Chattien précoce"
"Vchr401038";15001034;"Rupélien";"Rupélien"
"Vchr401039";15001035;"Eozän";"Eocène"
"Vchr401040";15001036;"Spätes Eozän";"Eocène tardif"
"Vchr401041";15001037;"Priabonien";"Priabonien"
"Vchr401042";15001038;"Spätes Priabonien / Latdorfien";"Priabonien tardif / Latdorfien"
"Vchr401043";15001039;"Frühes Priabonien";"Priabonien précoce"
"Vchr401044";15001040;"Mittleres Eozän";"Eocène moyen"
"Vchr401045";15001041;"Bartonien";"Bartonien"
"Vchr401046";15001042;"Lutétien";"Lutétien"
"Vchr401047";15001043;"Frühes Eozän";"Eocène précoce"
"Vchr401048";15001044;"Yprésien";"Yprésien"
"Vchr401049";15001045;"Paleozän";"Paléocène"
"Vchr401050";15001046;"Thanétien";"Thanétien"
"Vchr401051";15001047;"Sélandien";"Sélandien"
"Vchr401052";15001048;"Danien";"Danien"
"Vchr401053";15001049;"Mesozoikum";"Mésozoïque"
"Vchr401054";15001050;"Kreide";"Crétacé"
"Vchr401055";15001051;"Späte Kreide";"Crétacé tardif"
"Vchr401056";15001052;"Maastrichtien";"Maastrichtien"
"Vchr401057";15001053;"Campanien";"Campanien"
"Vchr401058";15001054;"Santonien";"Santonien"
"Vchr401059";15001055;"Coniacien";"Coniacien"
"Vchr401060";15001056;"Turonien";"Turonien"
"Vchr401061";15001057;"Cénomanien";"Cénomanien"
"Vchr401062";15001058;"Frühe Kreide";"Crétacé précoce"
"Vchr401063";15001059;"Albien";"Albien"
"Vchr401064";15001060;"Aptien";"Aptien"
"Vchr401065";15001061;"Barrémien";"Barrémien"
"Vchr401066";15001062;"Hauterivien";"Hauterivien"
"Vchr401067";15001063;"Valanginien";"Valanginien"
"Vchr401068";15001064;"Berriasien";"Berriasien"
"Vchr401069";15001065;"Jura";"Jurassique"
"Vchr401070";15001066;"Später Jura";"Jurassique tardif"
"Vchr401071";15001067;"Tithonien";"Tithonien"
"Vchr401072";15001068;"Kimméridgien";"Kimméridgien"
"Vchr401073";15001069;"Oxfordien";"Oxfordien"
"Vchr401074";15001070;"Mittlerer Jura";"Jurassique moyen"
"Vchr401075";15001071;"Callovien";"Callovien"
"Vchr401076";15001072;"Bathonien";"Bathonien"
"Vchr401077";15001073;"Bajocien";"Bajocien"
"Vchr401078";15001074;"Aalénien";"Aalénien"
"Vchr401079";15001075;"Früher Jura";"Jurassique précoce"
"Vchr401080";15001076;"Toarcien";"Toarcien"
"Vchr401081";15001077;"Pliensbachien";"Pliensbachien"
"Vchr401082";15001078;"Sinémurien";"Sinémurien"
"Vchr401083";15001079;"Hettangien";"Hettangien"
"Vchr401084";15001080;"Trias";"Trias"
"Vchr401085";15001081;"Späte Trias";"Trias tardif"
"Vchr401086";15001082;"Rhät";"Rhétien"
"Vchr401087";15001083;"Norien";"Norien"
"Vchr401088";15001084;"Carnien";"Carnien"
"Vchr401089";15001085;"Mittlere Trias";"Trias moyen"
"Vchr401090";15001086;"Ladinien";"Ladinien"
"Vchr401091";15001087;"Anisien";"Anisien"
"Vchr401092";15001088;"Frühe Trias";"Trias précoce"
"Vchr401093";15001089;"Olénékien";"Olénékien"
"Vchr401094";15001090;"Indusien";"Indusien"
"Vchr401095";15001091;"Paläozoikum";"Paléozoïque"
"Vchr401096";15001092;"Spätes Paläozoikum";"Paléozoïque tardif"
"Vchr401098";15001093;"Perm";"Permien"
"Vchr401100";15001094;"Spätes Perm";"Permien tardif"
"Vchr401101";15001095;"Lopingien";"Lopingien"
"Vchr401102";15001096;"Changhsingien";"Changhsingien"
"Vchr401104";15001098;"Wuchiapingien";"Wuchiapingien"
"Vchr401106";15001100;"Mittleres Perm";"Permien moyen"
"Vchr401108";15001101;"Guadalupien";"Guadalupien"
"Vchr401110";15001102;"Capitanien";"Capitanien"
"Vchr401111";15001104;"Frühes Perm";"Permien précoce"
"Vchr401113";15001106;"Wordien";"Wordien"
"Vchr401115";15001108;"Roadien";"Roadien"
"Vchr401117";15001110;"Cisuralien";"Cisuralien"
"Vchr401119";15001111;"Kungurien";"Kungurien"
"Vchr401120";15001113;"Artinskien";"Artinskien"
"Vchr401121";15001115;"Sakmarien";"Sakmarien"
"Vchr401122";15001117;"Asselien";"Assélien"
"Vchr401123";15001119;"Karbon";"Carbonifère"
"Vchr401124";15001120;"Pennsylvanien";"Pennsylvanien"
"Vchr401125";15001121;"Spätes Pennsylvanien";"Pennsylvanien tardif"
"Vchr401126";15001122;"Mittleres Pennsylvanien";"Pennsylvanien moyen"
"Vchr401127";15001123;"Frühes Pennsylvanien";"Pennsylvanien précoce"
"Vchr401128";15001124;"Mississippien";"Mississippien"
"Vchr401129";15001125;"Spätes Mississippien";"Mississippien tardif"
"Vchr401130";15001126;"Mittleres Mississippien";"Mississippien moyen"
"Vchr401131";15001127;"Frühes Mississippien";"Mississippien précoce"
